Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
9/22/2010,Sale,4,16,0,2,6.9,WNW,46,W,W,17,31,69,50,1026.9,1024.1,4,4,13.1,15.2,No,No
7/11/2010,Sale,4.6,17.8,0,0,8,NW,46,NE,NW,9,28,82,44,1016.5,1015.7,1,3,11.1,16.8,No,No
2/17/2012,MountGambier,13.3,26,0,1.8,8.7,SSE,41,SSE,S,19,13,77,49,1018.6,1017,8,1,17,24.4,No,No
2/17/2016,Cairns,23.1,37.9,0,6.6,10.1,WNW,37,E,ENE,9,19,57,66,1007.4,1004.5,2,2,31.5,33.5,No,No
6/17/2017,Mildura,9.6,13.7,1,0.6,1,WNW,15,WSW,S,7,4,99,87,1026.9,1025.7,8,8,10.4,13.3,No,No
5/14/2014,WaggaWagga,6.2,20.2,0,2.6,9.3,E,19,E,E,13,9,73,53,1029,1025.4,3,1,11.1,20.1,No,No
1/7/2010,WaggaWagga,12.5,33.8,0,14.4,13.7,NE,35,NE,SE,9,6,57,12,1014.8,1012.3,0,1,22.8,32.3,No,No
4/2/2016,SydneyAirport,17.7,30.4,0,6.8,10.3,SSE,43,WNW,W,15,24,51,18,1016.3,1014.6,7,3,21.8,29.6,No,No
3/18/2015,Cairns,24,32.7,0,8.8,10.9,SE,46,SSE,ESE,30,28,58,53,1011.8,1008.3,7,8,28.6,31.4,No,No
4/11/2012,Moree,8.8,24.7,0,10.2,10.7,S,37,SE,SW,20,20,43,24,1027.1,1023.6,1,2,17,23.6,No,No
9/13/2013,SydneyAirport,9.4,18.9,0,5.6,6.1,SSW,41,SSW,ENE,28,20,65,44,1021.9,1018,7,7,14.6,16.8,No,Yes
6/14/2015,MountGambier,10.4,15.2,0.8,1.6,0.3,NNE,26,NNE,NE,13,9,82,74,1026.3,1023.9,7,7,11,14.7,No,No
8/31/2011,Darwin,19.7,34.4,0,7,11,ESE,39,S,NW,9,20,78,35,1014.1,1010.1,1,1,25.6,31.6,No,No
6/25/2009,NorfolkIsland,16,20.3,0,3.8,4,NE,48,NE,NNE,20,19,58,73,1023.2,1020.2,8,7,18,19.1,No,No
7/31/2014,Darwin,21,33,0,7,11,ENE,35,ENE,NW,11,24,76,50,1015.8,1011.5,3,2,25.9,30.6,No,No
6/25/2015,Perth,4.5,20.7,0,2.4,9.2,NNE,22,NNE,NW,6,9,81,43,1027.6,1024.2,0,1,11,20,No,No
3/8/2010,Woomera,12.2,24.9,0,7.8,9.7,SW,46,WSW,SW,22,26,76,33,1015.5,1015.1,1,3,16,23.4,No,No
10/24/2014,Watsonia,14.5,31.2,0,2,9.2,NW,37,NE,SW,6,9,96,39,1012.2,1009.8,5,4,16.8,29.7,No,No
10/13/2012,Nuriootpa,1.3,21.7,0,3.4,11.9,ESE,19,E,WNW,7,6,80,33,1026.9,1023.6,2,0,9.7,20,No,No
1/6/2010,Portland,6,19.8,0,5.8,12,S,31,SSW,S,9,17,64,53,1019.3,1019.5,5,2,16.2,19,No,No
9/16/2012,Brisbane,11.1,23.5,0,5.4,10.6,E,19,W,NE,6,9,60,46,1022.6,1017.7,5,5,17.5,22.3,No,No
10/22/2010,Moree,13.7,26.2,0,2.4,10.8,SSE,41,NNE,NW,19,13,70,46,1022.4,1018.1,4,5,18.5,24.6,No,Yes
8/25/2014,NorfolkIsland,14.8,16.6,0,6,0.3,ENE,59,E,ENE,30,33,69,87,1024,1021,7,8,16.4,15.4,No,Yes
2/11/2011,SydneyAirport,21.3,33.9,0,5,8,NE,54,NNE,NE,13,30,59,39,1016.1,1011,2,6,26,33.3,No,No
7/3/2009,PerthAirport,5.3,17.8,0,2.8,6.3,ENE,41,E,ENE,20,24,75,52,1028.4,1023.7,3,6,10.3,16.7,No,No
10/16/2012,Moree,9.8,30.2,0,6.6,12,NNE,41,NNE,NNE,30,15,57,20,1023.2,1018.4,0,1,19.5,28.7,No,No
10/30/2011,Mildura,8.8,22.2,0,6,12.5,SSW,43,S,S,19,22,62,25,1022.8,1021.5,1,1,12.7,20.6,No,No
6/23/2015,Darwin,17.4,31.1,0,7,10.9,NNW,30,SSE,NW,11,17,65,41,1015.9,1012.2,1,4,24,30.6,No,No
4/29/2010,Watsonia,12.2,17.4,1.8,2.8,2.7,NW,39,NW,W,11,15,77,64,1020.8,1020.7,7,6,14.1,16.7,Yes,No
2/9/2009,Perth,17.6,34.9,0,12.8,12.9,ENE,43,E,E,15,15,51,19,1017.7,1014.6,0,0,21.2,33.6,No,No
1/15/2010,Sale,15.2,24.9,0,4.8,9.4,ESE,37,E,SE,15,22,70,58,1018.3,1014.3,7,1,19.2,23.5,No,No
1/16/2009,Portland,13,17.6,0,6.6,12,WSW,52,SW,SW,28,26,51,47,1020.3,1022.7,2,5,14.6,15.7,No,No
3/19/2011,MountGambier,8.8,23.2,0,4.6,9.2,ESE,39,ESE,E,24,19,71,40,1016.3,1011.7,7,1,13.4,22.1,No,No
1/31/2013,Cairns,24.8,32.6,0,6,10.2,NNE,31,E,NNE,6,15,71,74,1009.2,1006.8,1,6,30.8,31.3,No,Yes
1/16/2013,Watsonia,11.1,28.9,0,9.4,13.2,WSW,35,S,SSE,6,13,69,37,1016.3,1013.5,5,1,18,27,No,No
9/7/2009,Moree,9.1,19.6,0,4.8,0,NNE,48,NNE,NNW,33,9,78,79,1010.8,1007.8,7,8,18.4,17.7,No,Yes
1/12/2012,SydneyAirport,13.9,21.3,0,13.2,13.4,S,50,WSW,SSE,20,28,41,37,1016,1016,1,1,17.7,20.9,No,No
8/17/2009,Woomera,5.1,20.6,0,8,10.5,SW,26,WSW,WSW,11,6,63,37,1024.5,1023.4,0,2,10.8,19,No,No
8/24/2009,AliceSprings,16.4,30.2,0,11.2,11,S,28,SSE,SE,11,7,34,22,1016.3,1012.4,0,1,22.9,29.2,No,No
6/12/2015,Hobart,6,14.9,0,2.2,5,NNW,33,WNW,N,9,9,81,60,1033.4,1031.1,5,2,7.6,13.7,No,No
3/6/2016,Watsonia,17.4,30.8,0,4,8.8,WSW,35,E,SW,4,17,84,51,1020.3,1017.1,8,6,18.7,28.7,No,No
9/28/2015,Mildura,6.9,27.9,0,5.2,9.3,WSW,39,NNE,W,11,17,37,13,1019.3,1015.6,0,4,19.3,27,No,No
3/25/2014,Nuriootpa,9.8,19.4,0,1.4,6.2,SE,44,SE,E,19,15,73,48,1022.7,1020.2,3,6,13.1,18.5,No,Yes
11/11/2013,Mildura,7.6,19.5,0,9.4,7.4,ESE,44,SSE,SE,15,31,72,52,1020.6,1018.5,3,7,12.5,16.8,No,No
6/17/2015,Townsville,18.2,28.2,0,6,9.6,ENE,28,SE,ENE,7,17,76,65,1016.4,1012.8,2,3,23.8,27,No,No
6/10/2013,SydneyAirport,10.1,21.7,0,1.4,3.9,WNW,26,NW,WNW,13,19,81,71,1021.5,1018.5,2,8,12.6,18.4,No,No
7/18/2012,Melbourne,8.9,15,1.2,3.4,5.6,SW,46,N,WNW,19,22,73,32,1018.2,1016.7,7,4,10,14.2,Yes,No
6/12/2015,Darwin,22.2,32.7,0,5.4,10.8,E,43,SE,ESE,17,15,60,36,1013.6,1009,1,2,25.2,31.9,No,No
10/31/2010,Townsville,22.2,30,0,9.6,10.9,NE,35,ENE,ENE,17,28,61,65,1014.1,1010.9,4,6,27.2,27.7,No,No
10/9/2013,Darwin,25,34.5,2,8,9.8,WNW,37,WNW,NW,13,28,74,47,1012.8,1008.5,4,4,29.9,33.3,Yes,No
4/22/2017,PerthAirport,15.1,28.7,0,4.4,10,ESE,48,ENE,WSW,24,19,57,38,1019.8,1017,3,6,21.7,28.4,No,No
4/8/2017,PerthAirport,7.9,24.4,0,5,10.5,SW,33,SW,SSW,7,19,47,27,1027.6,1024.3,0,0,16.7,23.4,No,No
5/26/2015,Darwin,22.2,34.9,0,5.6,10.8,E,39,E,N,20,20,58,46,1016.3,1012,1,2,27.3,32.6,No,No
9/22/2010,SydneyAirport,13,21.1,2,4.6,9.5,NE,37,NW,ENE,13,28,67,58,1026.7,1020.8,3,1,17.1,18.7,Yes,No
5/31/2015,AliceSprings,15.9,19.7,0,6.2,2.1,SSE,35,ESE,SSE,19,20,64,75,1021.3,1019.7,6,7,17.3,16.3,No,No
4/28/2015,NorfolkIsland,19.7,22.7,0,4,9.2,SW,39,SW,SSW,17,24,58,54,1016.3,1015.8,3,6,21.5,21.4,No,No
4/3/2015,Hobart,7.6,17.9,2,2.4,6.6,NNW,35,N,S,9,17,68,51,1025.9,1024.1,7,6,9.8,17.2,Yes,No
11/10/2014,NorfolkIsland,16.4,20.5,0,7.4,11.4,ESE,39,ESE,SE,26,24,56,56,1017.6,1016.1,7,3,19.8,19.5,No,No
12/18/2011,WaggaWagga,17.2,25.3,0,10.8,1.5,ENE,41,ENE,N,24,24,47,88,1015.5,1011.6,7,8,19.4,18.7,No,Yes
4/23/2010,Townsville,23.8,29.9,0,4.6,3.1,E,41,SE,SE,15,24,69,61,1015.4,1011.5,7,7,26.4,29,No,No
5/5/2012,Darwin,22.9,31.9,0,6.6,10.8,E,46,SE,E,20,20,60,44,1011.7,1007.9,2,3,26,31.9,No,No
9/15/2016,PerthAirport,3.8,18.5,0,3.2,7.2,W,57,NNE,W,13,24,57,55,1017.4,1012.8,1,7,13.4,16.6,No,Yes
8/18/2009,Moree,2.1,20,0,5.2,10.7,SSE,31,SE,WNW,13,9,43,18,1027.6,1024.1,0,0,11.1,19.2,No,No
7/21/2014,Williamtown,6.9,17.4,2,1.6,6,S,30,WNW,S,11,20,85,65,1026.4,1023,6,6,12.1,16.7,Yes,No
5/14/2009,NorfolkIsland,15,20.6,0.2,3,9.4,W,31,W,WSW,19,19,61,57,1015.7,1014.3,2,7,18.8,19.6,No,No
3/2/2017,Brisbane,22.1,32.1,0.4,8.2,9.2,NE,22,S,ENE,4,11,62,56,1015.5,1011.8,4,5,28.2,29.6,No,No
4/7/2013,MelbourneAirport,16,27.7,0,6.6,4.3,N,50,N,NE,35,15,49,43,1022.1,1019.9,6,7,20.9,24.3,No,Yes
10/30/2013,Townsville,20.1,30.4,0,8.6,11.4,N,37,N,N,17,20,59,52,1014.7,1011.1,5,1,27.9,28.5,No,No
4/1/2008,Canberra,3.5,21.8,0,6,10.3,NNW,22,ESE,WNW,7,11,72,34,1023.9,1021.2,0,1,8.7,21.2,No,No
6/5/2011,SydneyAirport,10.3,18.2,0.8,3,9.2,SSW,37,W,WNW,17,13,57,38,1017.9,1013,1,3,13.5,17.6,No,No
8/7/2016,SydneyAirport,10.3,16.7,0,0.6,2.6,WNW,33,NW,SE,15,11,75,62,1027.3,1024.6,7,6,13,15.8,No,No
11/19/2014,Mildura,10.4,33.6,0,7.4,12.7,NW,35,ENE,WNW,15,13,30,12,1018.6,1013.8,1,5,22.8,31.7,No,No
2/9/2015,Brisbane,19.6,30.3,0,6.4,12.5,SE,33,SE,E,9,17,61,45,1019.5,1018.2,3,3,26.7,29.6,No,Yes
8/8/2012,Mildura,7.6,18.6,0,4.6,1.8,SSW,39,N,NW,17,9,43,29,1018.2,1015.8,7,7,11.6,18.4,No,Yes
8/27/2009,Portland,10.2,14.9,1.8,2.4,4.8,WNW,65,NNW,WNW,24,39,87,75,1007.7,1006.6,5,6,11.1,14.5,Yes,Yes
12/9/2014,Hobart,10.2,16.8,0.2,2.2,3.9,SSE,43,ENE,SSE,9,22,54,68,1017.1,1019.3,1,7,15.8,12.8,No,Yes
7/11/2011,SydneyAirport,9.8,17.3,0,4,10,W,41,W,W,19,13,41,31,1017.7,1018.2,0,1,12,16.2,No,No
4/26/2009,CoffsHarbour,13,27.8,0,3.8,10.5,N,37,N,NW,15,15,50,32,1007.3,1003.6,1,1,21.9,27.1,No,No
3/21/2009,Watsonia,12.6,34.8,0,6.2,10.6,N,48,NNE,N,6,28,78,12,1013.4,1010.2,1,1,17,33.8,No,No
11/15/2012,MountGambier,5,17.7,0,5.4,0.9,S,31,W,NW,9,13,80,61,1017.7,1015.7,7,8,13.7,16.9,No,Yes
3/30/2016,Brisbane,19.5,31.9,0,8,8.3,WNW,24,N,NE,6,7,60,55,1017.4,1013.5,3,3,26.9,28.5,No,Yes
8/30/2010,CoffsHarbour,7.5,20,0,3.4,10.1,WSW,24,SW,ESE,17,11,57,53,1026.8,1023.1,1,3,17.2,18.7,No,No
10/23/2009,MountGambier,5.8,18.8,0,3,12.1,SSW,33,ESE,S,13,17,66,56,1024.2,1022.7,7,1,14,17.8,No,No
10/29/2014,Darwin,23.8,33.5,0,6.6,11.7,N,33,NNE,N,11,20,59,52,1012.8,1009,2,1,29,31.9,No,No
9/19/2013,Mildura,4.9,20.4,0,5.8,10.4,SW,57,W,NW,13,20,59,23,1012.1,1008.4,1,1,12,19.4,No,Yes
5/1/2013,WaggaWagga,8.2,21.3,0,2.4,7.1,WSW,48,WNW,SSW,9,37,91,37,1020.3,1018.9,7,7,12.6,18.1,No,No
3/4/2016,Watsonia,14.8,38.7,0,5.6,10.6,NNW,56,ESE,NNW,4,19,67,22,1017.8,1013.4,2,6,19.7,37,No,No
6/26/2010,NorfolkIsland,14.5,18.5,0,4,7.7,WSW,37,WSW,SW,17,20,52,52,1022,1020,4,4,17.4,18.1,No,No
10/9/2011,Nuriootpa,9.9,17.9,0.4,3.4,4.8,WSW,30,W,WSW,11,17,94,63,1015.4,1013.1,8,7,12,17.1,No,No
3/11/2010,Canberra,7.5,20.5,0,4.4,11.7,SE,35,SSE,SSE,20,17,55,41,1032.3,1031.1,1,1,12.8,19.8,No,No
11/17/2014,SydneyAirport,15.2,24.6,0,7,12.6,E,39,SW,ENE,11,30,45,38,1013.9,1011.9,2,3,20.3,22.9,No,No
3/3/2012,Canberra,12.9,16.6,1,1,0,E,43,ESE,ESE,17,11,82,96,1019.7,1017.2,8,8,14.1,14.9,No,Yes
9/11/2013,Brisbane,13.1,31.5,0,3.6,10.7,NNE,20,SW,NE,2,7,59,44,1013.7,1008.7,1,1,22,27.7,No,No
10/9/2009,CoffsHarbour,13.2,21.4,0,8.4,11,S,59,SW,S,31,31,45,47,1022.4,1020.7,1,1,16.8,20.6,No,No
5/31/2010,MelbourneAirport,9.4,16.6,0.2,1.8,4.1,SE,41,SSE,S,22,22,79,67,1018.8,1016.9,5,7,13.1,15.2,No,No
2/5/2014,Cairns,23.5,25.7,0.8,4,0,ESE,35,SSE,S,15,17,85,82,1009.3,1007.1,8,8,24.8,25.2,No,Yes
4/5/2012,Sale,12.3,22.9,0.2,3.8,7.3,E,28,N,E,2,20,91,68,1021,1018.5,7,0,16.5,22.2,No,No
5/12/2010,Woomera,6.8,17.3,0,6,10,E,28,ESE,SE,15,9,61,31,1026.8,1023.8,0,1,11.7,16.8,No,No
10/13/2014,Darwin,24.3,33.6,0,7.6,11.1,NW,37,NNE,NNW,19,20,62,47,1014.6,1010.3,1,2,28.9,32.6,No,No
11/5/2010,Woomera,12.7,27.6,0,11,12.4,NE,37,ENE,NE,20,13,30,16,1018.4,1014.5,0,1,18.7,25.3,No,No
4/5/2009,Hobart,12.5,16.1,0,6.4,4.9,WNW,61,NW,W,26,20,54,42,1005.9,1007.5,7,2,16,12.3,No,No
4/17/2013,Melbourne,11.6,19.3,0,4,1.8,S,33,W,S,11,24,70,60,1018.1,1016.3,7,7,13.8,17.7,No,No
2/28/2014,MountGambier,8.6,22.2,0,5.2,8.6,S,48,SE,S,26,31,59,45,1024.8,1022.9,8,1,15.4,21,No,No
3/27/2012,MountGambier,7.9,19.9,0,2.4,2.4,ESE,28,ESE,ESE,13,15,91,47,1025,1022.7,7,7,12.1,19,No,No
11/17/2014,Mildura,9.2,25.3,0,5.6,13.1,WSW,31,WSW,W,15,13,63,30,1019.2,1016.9,2,7,16.1,22.8,No,No
8/4/2013,WaggaWagga,6.1,12.8,0.6,1,5.1,WNW,37,W,W,19,22,85,55,1016.2,1016.2,7,7,8.7,12.1,No,No
3/4/2015,Williamtown,20,30.4,0.4,6,9.4,SSE,35,N,SE,7,24,92,69,1013,1009.7,7,1,21.6,26.7,No,No
4/26/2013,Darwin,23.2,34.1,0,8.6,10.9,E,44,ESE,ESE,19,28,51,25,1013.8,1010.8,7,7,26.4,33.4,No,No
5/6/2010,Williamtown,8,20.2,0,5.2,9.5,WNW,44,WNW,WNW,30,15,57,33,1021.1,1019.2,2,0,12.3,19.8,No,No
7/9/2016,Watsonia,4.6,14.7,0,1.4,7.8,E,15,NNE,S,4,4,100,66,1025.5,1023.2,2,5,7.3,14.1,No,No
5/19/2013,Cairns,23,26.6,0.8,2.2,1.8,SE,46,SSE,SE,19,33,84,76,1017.1,1014,8,7,23.7,25.6,No,No
10/9/2008,Darwin,25.3,33.5,0,5.6,0.9,N,31,NE,NNW,13,22,66,55,1013.4,1009.7,3,4,29.5,32.7,No,No
5/23/2011,Cairns,20.8,29.5,0,5,10.5,S,26,S,NE,13,17,73,66,1013.5,1009.9,3,2,25.2,28.4,No,No
1/17/2012,NorfolkIsland,20,22.5,2,1.2,0.4,E,52,E,E,30,30,86,92,1021.6,1020.5,7,8,22,21.5,Yes,Yes
8/20/2013,SydneyAirport,7.4,16.8,0,6.2,10.8,W,57,WSW,W,31,37,40,21,1013.7,1012.2,1,1,11,14.9,No,No
12/15/2008,Brisbane,18.6,30.9,0,11.4,13.3,W,39,W,SW,13,13,33,24,1007,1005.9,1,1,25.9,30.3,No,No
12/28/2009,Melbourne,17.5,24.8,0,5,10.1,SSE,35,SSW,S,13,15,76,53,1018.6,1018.4,7,1,19.2,24.5,No,No
1/30/2009,MountGambier,20.5,36.8,0,14.2,12.6,S,52,S,S,20,30,53,37,1011.1,1010.1,2,1,26.5,33,No,No
2/19/2016,MountGambier,14.2,20.4,1.6,3.6,5.5,S,41,S,S,24,24,97,47,1014.5,1016.6,8,7,14.8,18.6,Yes,No
12/14/2014,Mildura,17.3,37.5,0,8.6,11.4,N,39,NE,NW,9,15,26,12,1009.6,1006.2,7,4,23.8,35.7,No,No
5/30/2011,Watsonia,3.1,14.4,0.2,0.4,7.6,S,24,NE,SSE,4,9,100,64,1028.4,1025.3,1,2,4.9,13.8,No,No
3/16/2016,Woomera,20.2,33.7,0,5.4,6.6,W,24,SE,SSE,15,6,66,39,1012.9,1009.8,0,6,23.7,31.6,No,No
5/15/2015,WaggaWagga,0.9,17.6,0,1.4,9.8,E,19,E,SSE,9,4,82,46,1033.8,1031.7,1,0,7.1,16.6,No,No
1/10/2011,Watsonia,18,26.1,0.2,4.2,0,ESE,20,W,WSW,7,7,91,71,1016.1,1012.4,8,8,19.8,25.4,No,Yes
3/19/2009,PerthAirport,8.5,25.9,0,6.2,11.5,W,35,SW,W,9,26,58,37,1016.8,1012.2,1,3,16.8,24.9,No,No
8/31/2009,Melbourne,9.1,16.6,0,2.8,3.6,WNW,56,WNW,W,30,30,62,73,1014.2,1013.5,7,7,13,13.6,No,Yes
1/13/2009,Mildura,17.7,40.4,0,10.4,13.7,N,35,NE,N,13,6,22,9,1012.7,1009.4,0,0,28,38.7,No,No
9/3/2016,Mildura,6.5,18.8,0,1.6,3.7,W,56,W,W,17,24,94,47,1013.6,1013.1,6,8,10.9,18.6,No,No
11/6/2016,Perth,18.2,25,0,8.6,12.5,SW,44,SSW,SSW,15,19,64,67,1014.1,1015.1,1,4,22.5,22.3,No,No
2/25/2012,CoffsHarbour,19.3,27.4,0.4,5.8,5.9,ESE,26,SW,E,13,17,74,63,1022.9,1021.7,6,7,23.9,26.1,No,No
4/7/2015,AliceSprings,12.1,22.7,0,11,11.3,SE,46,ESE,SE,31,20,35,25,1021.7,1018.7,4,1,15.6,20.4,No,No
5/5/2010,Perth,8.6,24.7,0,3.4,9.8,SSW,26,E,S,9,9,56,32,1025.7,1021.6,0,0,14.8,24.3,No,No
11/17/2011,NorfolkIsland,15.6,23.2,0,4.6,8.9,WSW,31,WNW,S,15,20,73,74,1020.4,1018.3,6,3,20.5,22.4,No,No
1/26/2009,Portland,6.9,21.5,0,5.2,13.4,SE,33,SE,ESE,9,19,86,63,1022.6,1021.4,6,5,16.6,20.4,No,No
10/16/2009,PerthAirport,13.2,31.5,0,8,12.2,E,61,E,E,17,22,37,19,1023.8,1019.3,0,0,21.2,31,No,No
1/21/2015,Nuriootpa,15.6,27.4,0,6.7,7.6,SW,31,SW,SSW,15,13,71,50,1009.5,1009.3,7,3,19.1,25.1,No,No
3/2/2010,WaggaWagga,10.8,27.5,0,9.6,12.1,NNE,31,E,E,20,11,49,25,1018.6,1015.2,1,1,17,25.3,No,No
1/2/2009,Hobart,7.1,16.1,0.2,7.4,10.6,WSW,50,WSW,SW,17,20,45,61,1009.5,1013,4,4,12.3,12.7,No,No
12/27/2014,MelbourneAirport,7.5,23.3,0,6.4,13.1,SSE,33,SSW,SSE,7,20,59,25,1021.1,1019.1,1,1,15.2,20.7,No,No
9/12/2014,NorfolkIsland,13.7,20.7,0.2,3,10,WNW,39,NW,W,20,22,84,81,1018,1016.6,5,3,18.8,19.6,No,No
6/21/2010,Perth,7.7,20.3,0,1.8,9.1,E,19,ENE,WSW,7,7,72,60,1019.8,1017.7,1,3,12.9,19.9,No,No
9/21/2011,MountGambier,11.1,18.6,0.2,3.6,5.6,WNW,52,NW,WNW,24,26,79,63,1018.9,1017.6,7,6,15.5,17,No,No
8/25/2015,Townsville,22.1,27.8,0,6,10.2,ENE,35,ENE,ENE,17,28,69,64,1020.1,1017.4,5,5,25.6,26.1,No,No
10/27/2009,MelbourneAirport,6.7,23.5,0,6.6,12.2,SSE,33,W,S,9,19,68,39,1027.9,1024.2,1,7,13.4,21.7,No,No
10/6/2014,NorfolkIsland,13.3,18.7,0,2.8,2.7,SE,22,NE,SSE,2,9,51,51,1024.1,1021.6,7,7,17.7,17.9,No,No
6/26/2013,Sale,4.5,13.4,0.4,1.2,4,E,22,NW,E,7,15,97,82,1025.7,1022.9,2,3,8.3,12.7,No,No
5/31/2011,Cairns,14.9,27.1,0,4.8,9.6,E,33,SSE,E,15,20,63,51,1015.8,1012.1,1,4,21.2,25,No,No
3/7/2017,PerthAirport,16.1,35.3,0,9,10.8,SW,33,NW,SW,6,24,66,40,1013.1,1009,1,7,24.5,34.1,No,No
5/16/2009,Townsville,16.3,28.9,0,5.2,9.1,ENE,39,SE,ENE,9,26,59,38,1017.6,1014.3,1,6,23.6,26.9,No,No
6/12/2013,Melbourne,9.4,13.5,0.4,0.4,0,SSE,26,W,S,9,15,82,88,1012.2,1008.2,8,8,11.4,13.2,No,Yes
8/25/2013,SydneyAirport,9.9,23,0,4.2,10.7,S,30,NW,E,13,19,56,40,1024,1020,1,1,14.2,21.3,No,No
7/16/2008,Canberra,-0.9,12.8,0.2,2,1.9,N,17,SE,NNW,6,9,99,62,1024.1,1020.8,7,7,2.7,12.1,No,No
1/13/2015,Watsonia,19.7,25.5,0,9.4,3.1,N,37,NE,NE,15,11,48,82,1003.9,998,8,7,24.4,21.6,No,Yes
2/9/2015,Perth,19.9,33.7,0,9.2,12,WSW,24,S,WSW,7,11,67,39,1018.3,1017.3,1,1,26,32.5,No,No
9/16/2015,WaggaWagga,3.2,16.6,0,3.6,9.2,WSW,31,NNW,SW,6,17,88,47,1019.5,1017,2,3,9.8,15.8,No,No
6/20/2010,Mildura,10.1,17.1,0.6,1.2,1.8,WSW,19,WSW,WSW,7,7,96,69,1028.6,1027.6,7,7,12.7,16.7,No,No
1/28/2009,Williamtown,16.7,30.3,0,7.6,12.3,ENE,39,NNE,ESE,15,28,82,52,1018.1,1015.3,3,1,23.6,29.5,No,No
5/6/2013,Perth,13,22.3,0,1.8,2,SSW,20,NNE,SW,7,7,90,65,1014.4,1011.3,7,7,15.9,21.9,No,No
7/17/2011,Townsville,16.1,25.5,0.4,4,7.3,ESE,33,ESE,ENE,2,22,81,57,1019.9,1016.3,7,7,20.5,24.4,No,No
4/7/2010,Canberra,14.2,20,1.4,2.2,1,NNW,35,N,NNW,7,11,86,90,1015.7,1012.6,8,8,16.5,18,Yes,No
3/26/2011,Nuriootpa,8.5,17.6,0,3.2,4.9,SE,41,SSE,S,19,19,70,55,1026.6,1024.8,8,6,11.9,16.5,No,No
4/5/2010,Mildura,11.7,30.7,0,3,9.5,N,39,NE,NNW,13,13,49,22,1015.6,1011.7,2,6,21.7,29.9,No,No
6/22/2012,Moree,6.6,22.2,0,3.6,6.7,WSW,44,N,WNW,22,28,65,28,1014.1,1011.9,6,7,15.4,20.5,No,No
5/16/2010,Brisbane,12.8,20.6,0,2.8,0,SW,13,SSW,W,6,4,73,56,1019.1,1016.5,8,8,15,19.8,No,No
3/11/2017,Melbourne,18,26.4,0,6.4,5.7,SSW,37,NNE,SW,6,9,80,61,1013,1008.7,7,6,18.6,25.5,No,No
12/31/2010,Moree,20.6,36.9,0,12.8,11.8,SSE,35,N,ESE,17,15,50,25,1015.7,1011.7,0,5,26,35,No,No
5/26/2010,Nuriootpa,10.2,16.1,1.4,0.4,0.5,WSW,28,WSW,W,7,13,96,75,1015,1014.3,8,7,12.7,15.2,Yes,No
5/24/2016,Darwin,24.1,33.3,0,7.4,10.4,N,30,NE,WNW,9,17,63,48,1013.7,1010.1,5,2,28.5,32.8,No,No
4/23/2013,AliceSprings,13.1,26.8,0,9.4,8.1,E,44,E,SE,28,11,38,31,1018.1,1015.9,6,7,21.4,24.9,No,No
8/15/2009,Hobart,8.7,20.4,0.2,2.2,7.5,N,54,NNW,NNW,20,31,70,37,1008.6,1002,4,6,10.7,20.1,No,No
7/5/2013,Mildura,5.6,15.2,0,3.8,8.6,W,44,NW,W,13,20,76,41,1016.2,1016.7,0,6,8,13.8,No,No
10/29/2010,AliceSprings,18.3,30.8,0,8,3.9,SSW,56,NNE,N,24,26,28,78,1008,1008.1,7,7,28,21.7,No,Yes
1/21/2016,MountGambier,14.4,30.8,0,8,11.5,S,35,SSW,SSW,15,15,68,31,1011.4,1008.8,3,5,19.7,29.5,No,Yes
6/19/2012,Darwin,18.3,31,0,8,10.7,E,52,SE,ESE,20,19,45,25,1016.4,1011.9,0,0,22.2,30.4,No,No
1/29/2010,Hobart,14.8,22,0,7.6,11.7,SW,48,SW,SSW,17,30,61,29,1011.2,1013.6,6,2,16.3,20,No,No
2/13/2009,Cobar,16.8,23.3,0.6,8,2.3,E,63,E,E,35,35,66,53,1013.8,1012.2,7,7,18.5,22.4,No,Yes
11/18/2011,AliceSprings,18.4,38.6,0,9.6,12.2,ENE,35,NE,NE,13,13,34,13,1011.2,1005.3,1,5,31.1,37.8,No,No
1/27/2015,MountGambier,5.8,20.2,0,3.6,6,SSE,50,S,S,24,31,51,45,1019.3,1018.1,7,7,15.7,18.3,No,No
11/2/2015,Hobart,8.4,13,0.8,8,2.5,S,54,S,SSW,15,20,60,71,1011.6,1014.8,7,7,10.4,9.8,No,No
7/28/2010,NorfolkIsland,12.6,17.8,0,2.4,9.6,SSW,35,SSE,SSW,11,17,55,57,1030.2,1027.6,1,3,16.4,16.7,No,No
9/16/2009,Watsonia,4.2,23,0,5.8,8.5,N,37,ENE,N,9,15,66,29,1020.9,1013.7,2,4,12.2,22.5,No,No
5/2/2010,CoffsHarbour,12.9,26.5,0,3,9,NNE,37,N,NNE,2,28,66,63,1026.2,1023,1,1,21.8,24.3,No,No
8/27/2015,Sydney,11.6,20.5,0,3,4.3,W,52,W,NW,9,17,87,44,1019.7,1015.1,7,6,15.1,20.1,No,No
5/30/2017,Brisbane,13,25.1,0,5.8,8.4,WSW,17,SW,WNW,4,4,54,43,1023.1,1019.8,2,2,17.5,24.5,No,No
